Sex_Code_Text,Ethnic_Code_Text,LegalStatus,CustodyStatus,MaritalStatus,RecSupervisionLevel,RecSupervisionLevelText,RawScore,DecileScore,ScoreText,Age
1,1,5,0,4,4,0,17.0,2,1,56
0,5,4,4,1,1,1,-2.74,2,1,56
0,5,4,4,1,1,1,-0.7,5,2,56
0,5,4,4,1,1,1,25.0,7,2,56
1,1,5,0,4,3,3,-1.48,7,2,56
1,1,5,0,4,3,3,0.09,8,0,56
1,1,5,0,4,3,3,23.0,5,2,56
0,4,0,4,4,4,0,-0.93,9,0,56
0,4,0,4,4,4,0,0.54,9,0,56
0,4,0,4,4,4,0,32.0,9,0,56
0,1,5,2,4,2,2,-2.35,3,1,56
0,1,5,2,4,2,2,-0.44,6,2,56
0,1,5,2,4,2,2,15.0,1,1,56
0,4,4,4,4,2,2,-1.43,7,2,56
0,4,4,4,4,2,2,-0.21,7,2,56
0,4,4,4,4,2,2,21.0,4,1,56
1,4,4,4,0,1,1,-3.73,1,1,56
1,4,4,4,0,1,1,-1.06,2,1,56
1,4,4,4,0,1,1,25.0,6,2,56
1,5,5,0,1,1,1,-3.42,1,1,56
1,5,5,0,1,1,1,-1.01,2,1,56
1,5,5,0,1,1,1,16.0,2,1,56
1,1,4,4,1,1,1,-3.95,1,1,56
1,1,4,4,1,1,1,-2.19,1,1,56
1,1,4,4,1,1,1,16.0,2,1,56
1,4,2,4,4,1,1,-2.9,2,1,56
1,4,2,4,4,1,1,-1.29,2,1,56
1,4,2,4,4,1,1,13.0,1,1,56
0,5,5,0,4,2,2,-1.61,6,2,56
0,5,5,0,4,2,2,-0.92,4,1,56
0,5,5,0,4,2,2,12.0,1,1,56
1,1,4,4,4,2,2,-1.56,6,2,56
1,1,4,4,4,2,2,-0.49,5,2,56
1,1,4,4,4,2,2,28.0,8,0,56
1,1,5,0,4,4,0,-0.91,9,0,56
1,1,5,0,4,4,0,0.53,9,0,56
1,1,5,0,4,4,0,25.0,6,2,56
1,1,5,0,4,1,1,-3.33,1,1,56
1,1,5,0,4,1,1,-1.76,1,1,56
1,1,5,0,4,1,1,18.0,3,1,56
1,4,2,4,4,2,2,-1.79,5,2,56
1,4,2,4,4,2,2,-0.13,6,2,56
1,4,2,4,4,2,2,16.0,2,1,56
1,4,5,0,4,1,1,-2.02,4,1,56
1,4,5,0,4,1,1,-0.56,4,1,56
1,4,5,0,4,1,1,13.0,1,1,56
1,1,5,0,1,1,1,-3.39,1,1,56
1,1,5,0,1,1,1,-1.16,2,1,56
1,1,5,0,1,1,1,17.0,2,1,56
0,1,4,0,4,1,1,-2.29,3,1,56
0,1,4,0,4,1,1,-0.75,5,2,56
0,1,4,0,4,1,1,17.0,2,1,56
0,1,5,2,4,2,2,-2.2,4,1,56
0,1,5,2,4,2,2,-0.5,6,2,56
0,1,5,2,4,2,2,30.0,9,0,56
0,1,5,0,4,1,1,-2.98,1,1,56
0,1,5,0,4,1,1,-1.47,2,1,56
0,1,5,0,4,1,1,15.0,1,1,56
1,1,5,0,1,1,1,-4.39,1,1,56
1,1,5,0,1,1,1,-2.81,1,1,56
1,1,5,0,1,1,1,11.0,1,1,56
1,1,5,0,4,1,1,-2.55,3,1,56
1,1,5,0,4,1,1,-0.93,3,1,56
1,1,5,0,4,1,1,12.0,1,1,56
1,5,4,4,4,1,1,-2.55,3,1,56
1,5,4,4,4,1,1,-1.17,2,1,56
1,5,4,4,4,1,1,25.0,6,2,56
1,4,2,4,4,1,1,-2.2,4,1,56
1,4,2,4,4,1,1,-0.54,4,1,56
1,4,2,4,4,1,1,20.0,3,1,56
0,5,5,2,1,1,1,-3.7,1,1,56
0,5,5,2,1,1,1,-1.14,3,1,56
0,5,5,2,1,1,1,15.0,1,1,56
0,1,5,0,4,2,2,-1.79,5,2,56
0,1,5,0,4,2,2,-0.2,7,2,56
0,1,5,0,4,2,2,24.0,6,2,56
1,4,5,0,4,2,2,-2.17,4,1,56
1,4,5,0,4,2,2,-0.2,6,2,56
1,4,5,0,4,2,2,32.0,9,0,56
1,8,5,0,1,1,1,-2.81,2,1,56
1,8,5,0,1,1,1,-1.36,2,1,56
1,8,5,0,1,1,1,15.0,1,1,56
1,1,4,4,4,3,3,-1.62,6,2,56
1,1,4,4,4,3,3,0.59,9,0,56
1,1,4,4,4,3,3,31.0,9,0,56
0,4,5,0,4,3,3,-1.4,7,2,56
0,4,5,0,4,3,3,0.14,9,0,56
0,4,5,0,4,3,3,13.0,1,1,56
1,5,4,4,4,3,3,-1.72,6,2,56
1,5,4,4,4,3,3,0.25,8,0,56
1,5,4,4,4,3,3,29.0,8,0,56
1,8,5,0,4,2,2,-1.62,6,2,56
1,8,5,0,4,2,2,0.06,7,2,56
1,8,5,0,4,2,2,15.0,1,1,56
1,1,5,0,4,3,3,-1.72,6,2,56
1,1,5,0,4,3,3,0.19,8,0,56
1,1,5,0,4,3,3,14.0,1,1,56
1,5,5,2,4,1,1,-3.84,1,1,56
1,5,5,2,4,1,1,-2.07,1,1,56
1,5,5,2,4,1,1,26.0,7,2,56
1,4,4,4,4,2,2,-1.29,7,2,56
1,4,4,4,4,2,2,-1.0,-1,1,56
1,4,4,4,4,2,2,13.0,1,1,56
1,5,5,0,4,1,1,-1.86,5,2,56
1,5,5,0,4,1,1,-1.05,2,1,56
1,5,5,0,4,1,1,11.0,1,1,56
1,4,4,4,4,2,2,-3.13,1,1,56
1,4,4,4,4,2,2,-0.28,6,2,56
1,4,4,4,4,2,2,25.0,6,2,56
1,5,4,4,4,1,1,-2.05,4,1,56
1,5,4,4,4,1,1,-0.74,4,1,56
1,5,4,4,4,1,1,12.0,1,1,56
1,5,5,2,4,1,1,-2.66,2,1,56
1,5,5,2,4,1,1,-0.76,3,1,56
1,5,5,2,4,1,1,14.0,1,1,56
0,4,5,0,2,1,1,-4.24,1,1,56
0,4,5,0,2,1,1,-2.87,1,1,56
0,4,5,0,2,1,1,12.0,1,1,56
1,4,5,0,4,1,1,-2.4,3,1,56
1,4,5,0,4,1,1,-1.29,2,1,56
1,4,5,0,4,1,1,16.0,2,1,56
1,1,5,0,4,4,0,-0.69,9,0,56
1,1,5,0,4,4,0,0.42,9,0,56
1,1,5,0,4,4,0,18.0,3,1,56
1,1,4,4,1,2,2,-1.31,7,2,56
1,1,4,4,1,2,2,-0.46,5,2,56
1,1,4,4,1,2,2,24.0,6,2,56
1,4,4,4,4,1,1,-2.63,2,1,56
1,4,4,4,4,1,1,-0.52,4,1,56
1,4,4,4,4,1,1,18.0,3,1,56
1,4,4,4,4,1,1,-2.27,3,1,56
1,4,4,4,4,1,1,-0.85,3,1,56
1,4,4,4,4,1,1,13.0,1,1,56
1,1,5,0,4,4,0,-0.83,9,0,56
1,1,5,0,4,4,0,0.54,9,0,56
1,1,5,0,4,4,0,30.0,8,0,56
1,1,5,2,4,1,1,-2.35,3,1,56
1,1,5,2,4,1,1,-1.09,2,1,56
1,1,5,2,4,1,1,12.0,1,1,56
1,4,5,0,4,4,0,-1.16,8,0,56
1,4,5,0,4,4,0,0.49,9,0,56
1,4,5,0,4,4,0,23.0,5,2,56
1,1,4,4,2,1,1,-2.96,1,1,56
1,1,4,4,2,1,1,-1.87,1,1,56
1,1,4,4,2,1,1,25.0,6,2,56
1,1,5,0,1,3,3,-1.5,6,2,56
1,1,5,0,1,3,3,0.92,10,0,56
1,1,5,0,1,3,3,26.0,7,2,56
0,1,5,0,4,1,1,-2.74,2,1,56
0,1,5,0,4,1,1,-0.67,5,2,56
0,1,5,0,4,1,1,18.0,3,1,56
1,1,5,2,4,2,2,-2.53,3,1,56
1,1,5,2,4,2,2,-0.18,6,2,56
1,1,5,2,4,2,2,30.0,8,0,56
1,1,5,0,4,3,3,-2.06,4,1,56
1,1,5,0,4,3,3,0.33,9,0,56
1,1,5,0,4,3,3,40.0,10,0,56
0,4,5,0,4,1,1,-1.0,-1,1,56
0,4,5,0,4,1,1,-1.0,-1,1,56
0,4,5,0,4,1,1,15.0,1,1,56
1,1,5,0,4,2,2,-2.04,4,1,56
1,1,5,0,4,2,2,-0.21,6,2,56
1,1,5,0,4,2,2,21.0,4,1,56
1,1,4,4,4,4,0,-0.93,9,0,56
1,1,4,4,4,4,0,0.73,10,0,56
1,1,4,4,4,4,0,25.0,6,2,56
0,4,5,2,4,1,1,-3.62,1,1,56
0,4,5,2,4,1,1,-1.64,2,1,56
0,4,5,2,4,1,1,18.0,3,1,56
0,4,5,0,4,1,1,-3.0,1,1,56
0,4,5,0,4,1,1,-0.76,5,2,56
0,4,5,0,4,1,1,20.0,4,1,56
1,8,5,0,4,1,1,-1.8,5,2,56
1,8,5,0,4,1,1,-0.82,3,1,56
1,8,5,0,4,1,1,11.0,1,1,56
1,8,4,4,4,2,2,-1.5,6,2,56
1,8,4,4,4,2,2,0.03,7,2,56
1,8,4,4,4,2,2,25.0,5,2,56
1,1,5,0,4,1,1,-2.95,1,1,56
1,1,5,0,4,1,1,-1.48,1,1,56
1,1,5,0,4,1,1,12.0,1,1,56
1,4,5,0,0,1,1,-2.62,2,1,56
1,4,5,0,0,1,1,-0.93,3,1,56
1,4,5,0,0,1,1,11.0,1,1,56
1,1,4,4,4,3,3,-1.27,7,2,56
1,1,4,4,4,3,3,0.32,9,0,56
1,1,4,4,4,3,3,24.0,6,2,56
0,4,4,4,4,2,2,-2.4,3,1,56
0,4,4,4,4,2,2,-0.54,6,2,56
0,4,4,4,4,2,2,21.0,4,1,56
1,5,4,4,4,1,1,-3.01,1,1,56
1,5,4,4,4,1,1,-1.04,2,1,56
1,5,4,4,4,1,1,19.0,3,1,56
1,4,4,4,4,1,1,-2.13,4,1,56
1,4,4,4,4,1,1,-0.73,4,1,56
1,4,4,4,4,1,1,12.0,1,1,56
0,4,5,2,4,1,1,-3.62,1,1,56
0,4,5,2,4,1,1,-1.96,1,1,56
0,4,5,2,4,1,1,15.0,1,1,56
0,1,5,0,0,2,2,-1.57,6,2,56
0,1,5,0,0,2,2,-0.26,7,2,56
0,1,5,0,0,2,2,19.0,3,1,56
1,1,5,0,4,4,0,-0.89,9,0,56
1,1,5,0,4,4,0,0.09,8,0,56
1,1,5,0,4,4,0,20.0,3,1,56
1,5,4,4,1,1,1,-3.48,1,1,56
1,5,4,4,1,1,1,-1.38,2,1,56
1,5,4,4,1,1,1,18.0,3,1,56
0,4,5,0,6,1,1,-3.3,1,1,56
0,4,5,0,6,1,1,-1.07,3,1,56
0,4,5,0,6,1,1,27.0,8,0,56
1,1,5,0,1,3,3,-2.89,2,1,56
1,1,5,0,1,3,3,0.72,10,0,56
1,1,5,0,1,3,3,25.0,6,2,56
1,1,5,0,4,3,3,-2.4,3,1,56
1,1,5,0,4,3,3,0.19,8,0,56
1,1,5,0,4,3,3,16.0,2,1,56
1,5,2,4,4,3,3,-1.6,6,2,56
1,5,2,4,4,3,3,0.65,10,0,56
1,5,2,4,4,3,3,21.0,4,1,56
1,4,5,0,4,1,1,-3.09,1,1,56
1,4,5,0,4,1,1,-1.72,1,1,56
1,4,5,0,4,1,1,13.0,1,1,56
1,4,4,4,1,2,2,-2.61,2,1,56
1,4,4,4,1,2,2,-0.23,6,2,56
1,4,4,4,1,2,2,20.0,3,1,56
1,4,5,0,4,1,1,-3.26,1,1,56
1,4,5,0,4,1,1,-1.66,1,1,56
1,4,5,0,4,1,1,14.0,1,1,56
1,4,5,0,4,1,1,-3.47,1,1,56
1,4,5,0,4,1,1,-1.83,1,1,56
1,4,5,0,4,1,1,13.0,1,1,56
1,4,5,0,4,1,1,-4.01,1,1,56
1,4,5,0,4,1,1,-2.12,1,1,56
1,4,5,0,4,1,1,17.0,2,1,56
1,1,5,0,5,1,1,-3.38,1,1,56
1,1,5,0,5,1,1,-1.05,2,1,56
1,1,5,0,5,1,1,16.0,2,1,56
1,4,0,4,0,1,1,-3.72,1,1,56
1,4,0,4,0,1,1,-1.5,1,1,56
1,4,0,4,0,1,1,21.0,3,1,56
1,4,5,0,4,1,1,-4.05,1,1,56
1,4,5,0,4,1,1,-2.43,1,1,56
1,4,5,0,4,1,1,13.0,1,1,56
1,4,5,0,4,3,3,-1.65,6,2,56
1,4,5,0,4,3,3,0.19,8,0,56
1,4,5,0,4,3,3,16.0,2,1,56
1,4,5,0,4,1,1,-2.54,3,1,56
1,4,5,0,4,1,1,-1.1,2,1,56
1,4,5,0,4,1,1,15.0,1,1,56
1,4,2,4,4,1,1,-2.5,3,1,56
1,4,2,4,4,1,1,-0.73,4,1,56
1,4,2,4,4,1,1,13.0,1,1,56
0,5,5,2,4,1,1,-4.18,1,1,56
0,5,5,2,4,1,1,-2.46,1,1,56
0,5,5,2,4,1,1,11.0,1,1,56
1,5,4,4,1,1,1,-3.7,1,1,56
1,5,4,4,1,1,1,-1.09,2,1,56
1,5,4,4,1,1,1,25.0,6,2,56
1,1,5,0,4,4,0,-0.88,9,0,56
1,1,5,0,4,4,0,0.8,10,0,56
1,1,5,0,4,4,0,18.0,3,1,56
1,1,5,0,4,1,1,-2.44,3,1,56
1,1,5,0,4,1,1,-1.28,2,1,56
1,1,5,0,4,1,1,16.0,2,1,56
1,1,5,0,4,2,2,-2.46,3,1,56
1,1,5,0,4,2,2,-0.06,7,2,56
1,1,5,0,4,2,2,16.0,2,1,56
1,1,5,2,4,4,0,-0.47,10,0,56
1,1,5,2,4,4,0,0.5,9,0,56
1,1,5,2,4,4,0,27.0,7,2,56
0,1,4,4,4,1,1,-2.75,2,1,56
0,1,4,4,4,1,1,-1.04,3,1,56
0,1,4,4,4,1,1,19.0,3,1,56
1,4,4,4,4,2,2,-2.41,3,1,56
1,4,4,4,4,2,2,-0.16,6,2,56
1,4,4,4,4,2,2,30.0,8,0,56
1,1,5,0,4,1,1,-2.34,3,1,56
1,1,5,0,4,1,1,-0.69,4,1,56
1,1,5,0,4,1,1,15.0,1,1,56
1,1,5,0,4,2,2,-1.62,6,2,56
1,1,5,0,4,2,2,-0.19,6,2,56
1,1,5,0,4,2,2,25.0,6,2,56
1,5,5,2,4,1,1,-2.07,4,1,56
1,5,5,2,4,1,1,-0.5,5,2,56
1,5,5,2,4,1,1,13.0,1,1,56
1,1,5,2,4,3,3,-1.37,7,2,56
1,1,5,2,4,3,3,0.3,8,0,56
1,1,5,2,4,3,3,27.0,7,2,56
1,1,5,0,4,4,0,-0.74,9,0,56
1,1,5,0,4,4,0,0.09,8,0,56
1,1,5,0,4,4,0,20.0,3,1,56
1,4,5,0,4,1,1,-3.83,1,1,56
1,4,5,0,4,1,1,-2.16,1,1,56
1,4,5,0,4,1,1,17.0,2,1,56
1,1,5,0,4,1,1,-2.78,2,1,56
1,1,5,0,4,1,1,-0.55,4,1,56
1,1,5,0,4,1,1,20.0,3,1,56
1,4,4,4,4,1,1,-2.88,2,1,56
1,4,4,4,4,1,1,-0.79,3,1,56
1,4,4,4,4,1,1,17.0,2,1,56
1,1,4,4,4,2,2,-2.0,4,1,56
1,1,4,4,4,2,2,-0.02,7,2,56
1,1,4,4,4,2,2,15.0,1,1,56
1,4,5,0,4,1,1,-2.1,4,1,56
1,4,5,0,4,1,1,-0.33,5,2,56
1,4,5,0,4,1,1,17.0,2,1,56
1,5,5,2,4,1,1,-2.74,2,1,56
1,5,5,2,4,1,1,-0.96,3,1,56
1,5,5,2,4,1,1,21.0,4,1,56
0,1,5,0,4,1,1,-2.19,4,1,56
0,1,5,0,4,1,1,-0.75,5,2,56
0,1,5,0,4,1,1,14.0,1,1,56
1,4,5,0,0,1,1,-2.86,2,1,56
1,4,5,0,0,1,1,-1.01,2,1,56
1,4,5,0,0,1,1,16.0,2,1,56
1,4,5,5,4,1,1,-2.38,3,1,56
1,4,5,5,4,1,1,-0.48,5,2,56
1,4,5,5,4,1,1,15.0,1,1,56
1,4,5,0,4,1,1,-2.66,2,1,56
1,4,5,0,4,1,1,-0.84,3,1,56
1,4,5,0,4,1,1,15.0,1,1,56
1,4,4,4,0,1,1,-3.52,1,1,56
1,4,4,4,0,1,1,-1.17,2,1,56
1,4,4,4,0,1,1,34.0,10,0,56
1,8,2,4,1,1,1,-3.59,1,1,56
1,8,2,4,1,1,1,-2.15,1,1,56
1,8,2,4,1,1,1,13.0,1,1,56
1,1,5,0,4,1,1,-1.92,5,2,56
1,1,5,0,4,1,1,-0.32,5,2,56
1,1,5,0,4,1,1,12.0,1,1,56
0,4,4,4,4,1,1,-2.36,3,1,56
0,4,4,4,4,1,1,-0.86,4,1,56
0,4,4,4,4,1,1,13.0,1,1,56
1,5,2,4,4,1,1,-2.43,3,1,56
1,5,2,4,4,1,1,-1.06,2,1,56
1,5,2,4,4,1,1,17.0,2,1,56
1,8,4,4,4,1,1,-2.43,3,1,56
1,8,4,4,4,1,1,-0.6,4,1,56
1,8,4,4,4,1,1,13.0,1,1,56
1,1,5,0,4,3,3,-1.8,5,2,56
1,1,5,0,4,3,3,0.46,9,0,56
1,1,5,0,4,3,3,21.0,4,1,56
1,1,2,4,4,1,1,-3.34,1,1,56
1,1,2,4,4,1,1,-0.69,4,1,56
1,1,2,4,4,1,1,21.0,4,1,56
1,1,5,0,4,2,2,-1.88,5,2,56
1,1,5,0,4,2,2,0.0,7,2,56
1,1,5,0,4,2,2,29.0,8,0,56
1,5,5,4,4,1,1,-2.91,2,1,56
1,5,5,4,4,1,1,-1.3,2,1,56
1,5,5,4,4,1,1,14.0,1,1,56
1,1,4,4,4,2,2,-1.73,6,2,56
1,1,4,4,4,2,2,-0.46,5,2,56
1,1,4,4,4,2,2,12.0,1,1,56
1,4,4,4,4,1,1,-3.37,1,1,56
1,4,4,4,4,1,1,-0.79,3,1,56
1,4,4,4,4,1,1,22.0,5,2,56
1,1,5,0,4,1,1,-2.41,3,1,56
1,1,5,0,4,1,1,-1.16,2,1,56
1,1,5,0,4,1,1,14.0,1,1,56
1,8,5,0,1,1,1,-3.25,1,1,56
1,8,5,0,1,1,1,-1.83,1,1,56
1,8,5,0,1,1,1,12.0,1,1,56
1,1,5,0,4,3,3,-1.45,7,2,56
1,1,5,0,4,3,3,0.46,9,0,56
1,1,5,0,4,3,3,17.0,2,1,56
1,1,5,2,4,1,1,-3.01,1,1,56
1,1,5,2,4,1,1,-1.03,2,1,56
1,1,5,2,4,1,1,20.0,3,1,56
1,1,5,0,4,3,3,-1.75,5,2,56
1,1,5,0,4,3,3,0.38,9,0,56
1,1,5,0,4,3,3,29.0,8,0,56
1,1,5,0,4,1,1,-2.89,2,1,56
1,1,5,0,4,1,1,-1.05,2,1,56
1,1,5,0,4,1,1,19.0,3,1,56
1,4,5,0,4,1,1,-3.87,1,1,56
1,4,5,0,4,1,1,-2.27,1,1,56
1,4,5,0,4,1,1,11.0,1,1,56
1,5,5,2,0,1,1,-3.42,1,1,56
1,5,5,2,0,1,1,-1.86,1,1,56
1,5,5,2,0,1,1,19.0,3,1,56
1,4,4,4,4,1,1,-3.14,1,1,56
1,4,4,4,4,1,1,-1.79,1,1,56
1,4,4,4,4,1,1,16.0,2,1,56
1,5,4,4,4,1,1,-2.35,3,1,56
1,5,4,4,4,1,1,-1.3,2,1,56
1,5,4,4,4,1,1,19.0,3,1,56
1,5,4,4,0,1,1,-4.18,1,1,56
1,5,4,4,0,1,1,-2.15,1,1,56
1,5,4,4,0,1,1,14.0,1,1,56
0,1,5,2,4,2,2,-1.96,5,2,56
0,1,5,2,4,2,2,-0.3,7,2,56
0,1,5,2,4,2,2,13.0,1,1,56
1,5,5,0,4,2,2,-1.81,5,2,56
1,5,5,0,4,2,2,0.0,7,2,56
1,5,5,0,4,2,2,32.0,9,0,56
1,4,2,4,4,4,0,-1.1,8,0,56
1,4,2,4,4,4,0,0.15,8,0,56
1,4,2,4,4,4,0,18.0,3,1,56
0,4,5,2,4,2,2,-2.51,3,1,56
0,4,5,2,4,2,2,-0.48,6,2,56
0,4,5,2,4,2,2,25.0,7,2,56
1,1,5,0,4,2,2,-1.63,6,2,56
1,1,5,0,4,2,2,-0.08,7,2,56
1,1,5,0,4,2,2,23.0,5,2,56
0,5,4,4,4,3,3,-1.72,6,2,56
0,5,4,4,4,3,3,0.1,8,0,56
0,5,4,4,4,3,3,15.0,1,1,56
1,4,4,4,4,2,2,-2.58,2,1,56
1,4,4,4,4,2,2,-0.09,7,2,56
1,4,4,4,4,2,2,23.0,5,2,56
1,1,5,0,4,2,2,-1.61,6,2,56
1,1,5,0,4,2,2,-0.44,5,2,56
1,1,5,0,4,2,2,26.0,7,2,56
1,1,4,4,2,1,1,-2.74,2,1,56
1,1,4,4,2,1,1,-0.53,4,1,56
1,1,4,4,2,1,1,29.0,8,0,56
0,4,4,4,4,2,2,-1.62,6,2,56
0,4,4,4,4,2,2,-0.48,6,2,56
0,4,4,4,4,2,2,17.0,2,1,56
1,4,5,0,4,1,1,-4.13,1,1,56
1,4,5,0,4,1,1,-2.13,1,1,56
1,4,5,0,4,1,1,14.0,1,1,56
1,1,5,2,4,2,2,-2.11,4,1,56
1,1,5,2,4,2,2,-0.13,6,2,56
1,1,5,2,4,2,2,25.0,6,2,56
0,4,4,4,1,1,1,-4.08,1,1,56
0,4,4,4,1,1,1,-1.88,1,1,56
0,4,4,4,1,1,1,13.0,1,1,56
1,4,2,4,0,1,1,-3.88,1,1,56
1,4,2,4,0,1,1,-2.04,1,1,56
1,4,2,4,0,1,1,21.0,4,1,56
1,5,4,4,0,1,1,-3.36,1,1,56
1,5,4,4,0,1,1,-1.18,2,1,56
1,5,4,4,0,1,1,20.0,3,1,56
1,1,5,0,4,3,3,-2.31,3,1,56
1,1,5,0,4,3,3,0.11,8,0,56
1,1,5,0,4,3,3,20.0,3,1,56
1,1,4,4,4,1,1,-2.59,2,1,56
1,1,4,4,4,1,1,-0.64,4,1,56
1,1,4,4,4,1,1,20.0,3,1,56
1,1,5,2,4,2,2,-2.39,3,1,56
1,1,5,2,4,2,2,0.03,7,2,56
1,1,5,2,4,2,2,19.0,3,1,56
1,1,5,0,4,4,0,-0.77,9,0,56
1,1,5,0,4,4,0,0.57,9,0,56
1,1,5,0,4,4,0,22.0,5,2,56
0,5,4,4,4,1,1,-2.48,3,1,56
0,5,4,4,4,1,1,-1.1,3,1,56
0,5,4,4,4,1,1,20.0,4,1,56
1,4,5,0,4,1,1,-2.1,4,1,56
1,4,5,0,4,1,1,-0.43,5,2,56
1,4,5,0,4,1,1,14.0,1,1,56
0,4,4,4,1,1,1,-3.85,1,1,56
0,4,4,4,1,1,1,-1.76,1,1,56
0,4,4,4,1,1,1,20.0,4,1,56
1,1,5,0,4,4,0,-1.0,8,0,56
1,1,5,0,4,4,0,0.28,8,0,56
1,1,5,0,4,4,0,21.0,4,1,56
1,1,4,4,4,3,3,-1.93,5,2,56
1,1,4,4,4,3,3,0.3,8,0,56
1,1,4,4,4,3,3,29.0,8,0,56
0,1,4,4,4,1,1,-2.21,4,1,56
0,1,4,4,4,1,1,-0.79,5,2,56
0,1,4,4,4,1,1,14.0,1,1,56
1,5,2,4,1,1,1,-3.06,1,1,56
1,5,2,4,1,1,1,-0.9,3,1,56
1,5,2,4,1,1,1,20.0,3,1,56
1,5,5,4,4,3,3,-1.46,7,2,56
1,5,5,4,4,3,3,0.09,8,0,56
1,5,5,4,4,3,3,18.0,3,1,56
0,5,4,4,4,1,1,-2.77,2,1,56
0,5,4,4,4,1,1,-1.08,3,1,56
0,5,4,4,4,1,1,15.0,1,1,56
1,1,5,0,4,3,3,-1.59,6,2,56
1,1,5,0,4,3,3,0.44,9,0,56
1,1,5,0,4,3,3,32.0,9,0,56
0,4,4,4,4,1,1,-2.72,2,1,56
0,4,4,4,4,1,1,-0.77,5,2,56
0,4,4,4,4,1,1,13.0,1,1,56
1,8,5,0,4,1,1,-2.18,4,1,56
1,8,5,0,4,1,1,-0.5,5,2,56
1,8,5,0,4,1,1,14.0,1,1,56
1,8,5,0,4,1,1,-2.62,2,1,56
1,8,5,0,4,1,1,-0.86,3,1,56
1,8,5,0,4,1,1,24.0,6,2,56
1,4,5,0,4,2,2,-2.22,4,1,56
1,4,5,0,4,2,2,-0.01,7,2,56
1,4,5,0,4,2,2,16.0,2,1,56
1,4,4,4,4,4,0,-1.21,8,0,56
1,4,4,4,4,4,0,0.66,10,0,56
1,4,4,4,4,4,0,20.0,3,1,56
1,1,5,2,4,1,1,-2.31,3,1,56
1,1,5,2,4,1,1,-0.77,3,1,56
1,1,5,2,4,1,1,19.0,3,1,56
1,4,5,0,4,2,2,-2.44,3,1,56
1,4,5,0,4,2,2,-0.22,6,2,56
1,4,5,0,4,2,2,26.0,7,2,56
0,4,5,0,4,1,1,-2.99,1,1,56
0,4,5,0,4,1,1,-1.24,3,1,56
0,4,5,0,4,1,1,18.0,3,1,56
1,1,5,0,4,3,3,-2.0,4,1,56
1,1,5,0,4,3,3,1.01,10,0,56
1,1,5,0,4,3,3,17.0,2,1,56
1,4,4,4,4,1,1,-3.3,1,1,56
1,4,4,4,4,1,1,-1.3,2,1,56
1,4,4,4,4,1,1,16.0,2,1,56
1,1,4,4,4,1,1,-3.9,1,1,56
1,1,4,4,4,1,1,-1.99,1,1,56
1,1,4,4,4,1,1,21.0,4,1,56
0,4,5,0,4,1,1,-3.96,1,1,56
0,4,5,0,4,1,1,-2.55,1,1,56
0,4,5,0,4,1,1,12.0,1,1,56
1,1,2,4,4,1,1,-3.16,1,1,56
1,1,2,4,4,1,1,-1.63,1,1,56
1,1,2,4,4,1,1,20.0,3,1,56
1,8,4,4,4,3,3,-1.63,6,2,56
1,8,4,4,4,3,3,0.12,8,0,56
1,8,4,4,4,3,3,24.0,6,2,56
0,4,5,0,4,2,2,-1.98,4,1,56
0,4,5,0,4,2,2,-0.14,7,2,56
0,4,5,0,4,2,2,18.0,3,1,56
1,4,5,0,4,1,1,-4.01,1,1,56
1,4,5,0,4,1,1,-2.48,1,1,56
1,4,5,0,4,1,1,17.0,2,1,56
0,8,5,0,0,1,1,-3.94,1,1,56
0,8,5,0,0,1,1,-2.43,1,1,56
0,8,5,0,0,1,1,11.0,1,1,56
1,1,5,0,4,4,0,-0.62,10,0,56
1,1,5,0,4,4,0,1.18,10,0,56
1,1,5,0,4,4,0,18.0,3,1,56
1,4,5,0,4,4,0,-0.38,10,0,56
1,4,5,0,4,4,0,0.12,8,0,56
1,4,5,0,4,4,0,14.0,1,1,56
0,1,5,0,4,3,3,-0.99,9,0,56
0,1,5,0,4,3,3,-0.17,7,2,56
0,1,5,0,4,3,3,24.0,6,2,56
1,1,5,0,4,2,2,-1.84,5,2,56
1,1,5,0,4,2,2,0.07,7,2,56
1,1,5,0,4,2,2,18.0,3,1,56
1,1,5,0,0,1,1,-2.26,3,1,56
1,1,5,0,0,1,1,-0.54,4,1,56
1,1,5,0,0,1,1,18.0,3,1,56
1,4,5,0,4,2,2,-1.32,7,2,56
1,4,5,0,4,2,2,-0.13,6,2,56
1,4,5,0,4,2,2,18.0,3,1,56
1,5,2,4,4,1,1,-2.89,2,1,56
1,5,2,4,4,1,1,-0.95,3,1,56
1,5,2,4,4,1,1,20.0,3,1,56
0,4,4,4,1,1,1,-2.29,3,1,56
0,4,4,4,1,1,1,-0.69,5,2,56
0,4,4,4,1,1,1,21.0,4,1,56
1,4,5,0,4,1,1,-2.89,2,1,56
1,4,5,0,4,1,1,-0.97,3,1,56
1,4,5,0,4,1,1,20.0,3,1,56
1,4,4,4,4,2,2,-1.35,7,2,56
1,4,4,4,4,2,2,-0.29,6,2,56
1,4,4,4,4,2,2,21.0,4,1,56
0,1,5,0,4,3,3,-1.14,8,0,56
1,1,5,0,4,1,1,-1.74,5,2,56
1,1,5,0,4,1,1,-0.68,4,1,56
1,1,5,0,4,1,1,14.0,1,1,56
1,1,5,0,1,1,1,-2.96,1,1,56
1,1,5,0,1,1,1,-1.65,1,1,56
